Document_Segment,Segment
1-s2.0-S0006320709005400-main.pdf.tei_21,"Under the assumption that the [forest]-agricultural mosaic was once dense [forest], it is estimated that 83% of these forests had been converted by 2000"
1-s2.0-S0264837715302131-main.pdf.tei_35,"Areas without any recognizable vegetation in the images ([[water] bodies], clouds and infrastructure) were excluded to reduce bias.'}, {'ref': [{'@type': 'bibr', '@target': '#b8', '#text': '(Congalton, 1991)'}, {'@type': 'bibr', '@target': '#b1', '#text': '(Achard et al., 2002)'}, {'@type': 'bibr', '@target': '#b8', '#text': '(Congalton, 1991)'}, {'@type': 'bibr', '@target': '#b7', '#text': '(Congalton and Green, 1999)'}], '#text': 'The classification accuracy was assessed by an error matrix "
1-s2.0-S0301479717300713-main.pdf.tei_272,"Error', 't value Pr(>jtj)']}, {'cell': ['Distance to DAMs Distance to Rivers Avg Elevation', {'@cols': '3', '#text': '3.25E-06 À6.35E-05 1.14E-04 3.75E-06 À8.13E-03 2.55E-03'}, {'@cols': '2', '#text': '0.867 À0.557 0.57788 0.38672 À3.188 0.00155 **'}, 'negative correlation meaning in lower', {'@cols': '4', '#text': '(Intercept) Distance to DAMs Distance to Rivers Avg Elevation Population Change Distance to Settlements À0.00019 2.42Eþ00 À0.00001418 0.000004434 À3.19 8 0.00149 ** 0.7241 3.335 0.000935 *** À1.92E-04 0.0001348 À1.424 0.155132 0.0004955 0.003013 0.164 0.869481 4.44E-03 0.001189 3.734 0.000217 *** 0.00004296 À4.424 0.0000126 *** Distance to [Roads] À9.92E-05 0.00003526 À2.814 0.005141 **'}]}, {'cell': [None, None, None, None, None, None, 'elevation', {'@cols': '4', '#text': ""Signif"
1-s2.0-S0168192311001122-main.pdf.tei_61,"Then, [grain ]yields were aggregated from the LUSAC level to both the sub-basin and commune level taking into account the area share of the LUSACs within these larger spatial units in order to obtain the average [grain ]yield Y s as', 'where Y s is the average [grain ]yield per district (kg ha -1 y -1 ), Y i is the [grain ]yield in LUSAC unit i (kg ha -1 y -1 ), and w i is the area percentage in decimals of LUSAC unit i in the respective sub-basin or district.'], 'formula': {'@xml:id': 'formula_0', '#text': 'Y s = N i Y i × w i'}}, {'@xmlns': 'http://www.tei-c.org/ns/1.0', 'head': {'@n': '3.', '#text': 'Results'}}, {'@xmlns': 'http://www.tei-c.org/ns/1.0', 'head': {'@n': '3.1.', '#text': 'Changes in [fallow]-cropland ratio in relation to [land use ]scenarios'}, 'p': {'ref': [{'@type': 'figure', '@target': '#fig_5', '#text': '6'}, {'@type': 'figure', '@target': '#fig_8', '#text': '9'}], '#text': 'The [land use ]scenarios based on different growth rates of the rural population are causing contrasting, spatially distributed demographic pressures as drivers for cropland expansion and reduction of [fallow] land (Fig"
1-s2.0-S003442571730041X-main.pdf.tei_20,"Specifically, we aim to: (1) Analyze intra-annual [seasonal] NDVI signatures of the cropped and fallowed fields, (2) separate and map cropped and fallowed fields by image classification using satellite-derived [seasonal] metrics from time series of MODIS NDVI and fuzzy classification techniques to overcome problems of mixed pixels, and (3) link the NDVI trends to the observed changes in cropped and fallowed fields over an observation period spanning from 2000 to 2014"
1-s2.0-S0169204617300270-main.pdf.tei_32,"Land ownership and [land use ]are still a sensitive issue in Ghana (Konadu- , and for this reason the government refuses to nationalise land"
1-s2.0-S0140196313000608-main.pdf.tei_61,"In addition to the cluster analysis and in order to investigate which drivers were the best predictors of [crop] land change, a canonical variate analyses (CVA), also known as discriminant factor analysis, was computed using Xlstat 2010 Ò "
1-s2.0-S0168192311001122-main.pdf.tei_106,"The only exception is the combination of HADRM3P output with the [land use ]scenario L2, where, in parallel to moderate reductions in yield, the yield variability, i.e"
1-s2.0-S0140196313000608-main.pdf.tei_25,"In Burkina Faso alone, the total population increased from 5.6 million inhabitants in 1975 to 13.7 million inhabitants in 2006 ; it is estimated that 90% of the population practice rain-fed subsistence [agriculture]"
1-s2.0-S0304387816300670-main.pdf.tei_122,"Our theory indicates that if the local town performs an exportable activity, reduced moisture unambiguously raises [city] income"
1-s2.0-S0167880913003502-main.pdf.tei_44,"In some areas [crop] residues are simply burned to clear agricultural fields , while, in other areas, residues are removed from fields by termites .'}, {'ref': [{'@type': 'bibr', '@target': '#b58', '#text': 'Govaerts et al., 2009;'}, {'@type': 'bibr', '@target': '#b101', '#text': 'Luo et al., 2010)'}, {'@type': 'bibr', '@target': '#b101', '#text': '(Luo et al., 2010)'}], '#text': 'Tillage, [Crop] Rotation, and Residue Retention Interactions: Previous literature on soil C stocks has often discussed effects of tillage, rotations, and residue management separately"
1-s2.0-S0301479717300713-main.pdf.tei_50,"remote sensing analysis) or both, mainly at local or district level (see also the map in Table ).'}}, {'@xmlns': 'http://www.tei-c.org/ns/1.0', 'head': {'@n': '2.5.', '#text': 'Expert interviews'}, 'p': [{'ref': {'@type': 'table', '@target': '#tab_3', '#text': '4'}, '#text': 'In order to acquire professional knowledge regarding the most important drivers for [LULCC] and their interactions, we consulted exclusively scientists originating from Ghana"
1-s2.0-S0140196314000536-main.pdf.tei_16,"Rather, tree density and [land cover] were observed and changes of nearly 50 years compared"
1-s2.0-S0264837715302131-main.pdf.tei_88,"We found a transition from farmland to degraded [savanna] during these time periods, confirming the increase in degraded [savanna] in the second time period resulting from farmland abandoned in the first time period.'}, {'ref': [{'@type': 'bibr', '@target': '#b15', '#text': '(Houessou et al., 2013)'}, {'@type': 'bibr', '@target': '#b17', '#text': '(Kokoye et al., 2013)'}], '#text': 'In both time periods, farmland showed a high persistence, varying from 98 to 100% while natural vegetation [land cover] class was degraded in the area"
1-s2.0-S0301479717300713-main.pdf.tei_46,"from [grassland] to cropland) and drivers of [LULCC] (also see  as a means to examine how multiple independent variables are correlated with a dependent variable .'}, '(1) Y: dependent variable; X1, X2,..: independent variables; b1, b2, …: model parameters; A: model error.', 'In this study, the dependent variable was the amount of [LULCC] and the independent variables were population change, elevation variation, and distance to [roads], dams, rivers and settlements"
1-s2.0-S030438781000043X-mainext.pdf.tei_66,"The key result from  remainsit is the interaction of office-holding and allocation through the abusua that has the greatest effect on [fallow] length.'}, {'ref': {'@type': 'bibr', '@target': '#b63', '#text': 'Goldstein and Udry (2008)'}, '#text': ""The presence of an effect for length of last [fallow] but not the length of present [cultivation] is due to the farming system;  note that most plots are only cultivated for a single cycle of [maize] and [cassava], lasting about two years, before the plot is let [fallow] again"
1-s2.0-S0167880913003502-main.pdf.tei_126,"Few studies have documented these aspects, particularly with [crop] residues and [crop] rotations with different proportions of cereal crops and legume crops or cover crops"
1-s2.0-S0140196314000536-main.pdf.tei_27,"increased livestock numbers that put pressure on soils and vegetation.', 'Due to the declining vegetation cover and supported by the unfavorable morphology of the rocky plateau, the susceptibility to soil [erosion] by wind and [water] increases"
1-s2.0-S0264837701000205-main.pdf.tei_27,"The [agricultural land] use systems can briefly be characterized as a combination of pastures and cropping, the latter being dominated by millet and [sorghum]"
1-s2.0-S235198941500102X-main.pdf.tei_37,"The other [land cover] types, i.e"
1-s2.0-S030438781000043X-mainext.pdf.tei_58,"In addition to land tenure, controls are included for whether the plot is controlled by the head\'s (female) spouse, interactions of spousal control with land tenure, quadratic functions of plot area and distance, and the source of [water] for the plot"
1-s2.0-S003442571730041X-main.pdf.tei_53,Higher concentrations of MODIS pixels with a high [fallow] membership (blue) are found in the northern part of the study area and higher concentrations of pixels characterized by a high [crop] membership can be observed in the southwestern part of the region (Fig
1-s2.0-S0140196310000893-main.pdf.tei_21,These differences can however be related to [land cover] characteristics
1-s2.0-S0140196314000536-main.pdf.tei_36,"The herbaceous and shrub vegetation on fields, which lie [fallow], often produce a higher NDVI than crops, especially [peanuts] and [beans]"
1-s2.0-S0167880913003502-main.pdf.tei_63,Flooded [rice] production contributes 15% of total global CH 4 emissions 
1-s2.0-S0301479717300713-main.pdf.tei_241,"So, this rural-[urban] migration might be intensified over time"
1-s2.0-S0301479717300713-main.pdf.tei_65,"Multiple regression results from other [land use ]classes which are also considered for the confidence table can be found in Annex 5.'}}, {'@xmlns': 'http://www.tei-c.org/ns/1.0', 'head': {'@n': '3.2.2.', '#text': 'Identified drivers of [LULCC] by expert interviews'}, 'p': [{'ref': [{'@type': 'table', '@target': '#tab_6', '#text': '7'}, {'@type': 'table', '@target': '#tab_6', '#text': '7'}, {'@type': 'bibr', '@target': '#b18', '#text': 'Boatin et al., 1997)'}], '#text': ""Interviews confirmed that [urban] and rural population growth is an important [LULCC] driver (in Table : mentioned by all experts)"
1-s2.0-S0168192311001122-main.pdf.tei_88,"Anyway, we suggest that [land use ]changes are a real component in future climate change and, hence, should be accounted for in modeling studies on future changes in climate and [crop] yield"
1-s2.0-S0264837715302131-main.pdf.tei_84,"The annual rate of change of [land cover] to farmland was stable during both time periods  studied here, while the amount of degraded [savanna] increased in the second time period "
1-s2.0-S003442571730041X-main.pdf.tei_24,"The main cereal [crop] is often associated with secondary crops such as cowpea, roselle (Hibiscus sabdariffa), and [sesame] "
1-s2.0-S0168192311001122-main.pdf.tei_73,").'}}, {'@xmlns': 'http://www.tei-c.org/ns/1.0', 'head': {'@n': '3.3.', '#text': 'Impact of climate scenarios on [maize] yields'}, 'p': {'ref': [{'@type': 'figure', '@target': '#fig_10', '#text': '12'}, {'@type': 'figure', '@target': '#fig_2', '#text': '3'}], '#text': 'The effect of the climate scenarios until 2050 is shown in Fig"
1-s2.0-S016788090800131X-main.pdf.tei_1,"        Title Content:
          @level: a
          @type: main
          #text: [Land use ]analysis from spatial and field data capture in southern Burkina Faso, West Africa
            Title Content:
              @level: a
              @type: main
              #text: [Land use ]analysis from spatial and field data capture in southern Burkina Faso, West Africa
            Title Content:
              [{'@level': 'j', '@type': 'main', '#text': '[Agriculture], Ecosystems & Environment'}, {'@level': 'j', '@type': 'abbrev', '#text': '[Agriculture], Ecosystems & Environment'}]
      Abstract Content:
        None
    Body Content:
      div: [{'@xmlns': 'http://www.tei-c.org/ns/1.0', 'head': {'@n': '1.', '#text': 'Introduction'}, 'p': [{'ref': [{'@type': 'bibr', '@target': '#b13', '#text': '(Glicken, 2000;'}, {'@type': 'bibr', '@target': '#b0', '#text': 'Benjaminsen, 2001)'}, {'@type': 'bibr', '@target': '#b30', '#text': '(Nagendra et al., 2004;'}, {'@type': 'bibr', '@target': '#b49', '#text': 'Wright, 2005;'}, {'@type': 'bibr', '@target': '#b9', '#text': 'Etter et al., 2006;'}, {'@type': 'bibr', '@target': '#b36', '#text': 'Pacheco, 2006)'}, {'@type': 'bibr', '@target': '#b44', '#text': '(Tekle and Hedlund, 2000;'}, {'@type': 'bibr', '@target': '#b45', '#text': 'Tottrup and Rasmussen, 2004;'}, {'@type': 'bibr', '@target': '#b7', '#text': 'Deng et al., 2006;'}, {'@type': 'bibr', '@target': '#b28', '#text': 'Mottet et al., 2006)'}, {'@type': 'bibr', '@target': '#b47', '#text': '(Warren, 2002;'}, {'@type': 'bibr', '@target': '#b46', '#text': 'Wardell et al., 2003;'}, {'@type': 'bibr', '@target': '#b5', '#text': 'Burgos and Maass, 2004)'}], '#text': 'Since the Rio Earth Summit in 1992, many studies have concentrated on environmental issues in the tropics, which have positively influenced national environmental policies "
